video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames)
17_01_05,19.42,50,[],[],[],[]
17_02_01,183.88,50,"[13.293, 13.547, 15.324, 16.797, 17.413, 20.437, 21.245, 21.668, 22.965, 24.836, 25.157, 26.292, 27.055, 28.621, 29.516, 30.771, 31.603, 32.628, 33.765, 34.509, 35.452, 36.469, 37.468, 38.773, 40.285, 41.492, 42.556, 43.869, 45.701, 48.837, 49.061, 49.299, 50.046, 50.757, 52.683, 54.389, 55.836, 57.58, 58.109, 60.141, 61.071, 62.044, 63.061, 64.02, 64.925, 66.927, 68.586, 69.075, 69.828, 70.613, 71.453, 72.284, 73.333, 74.221, 75.135, 76.012, 77.483, 78.638, 80.061, 81.493, 81.798, 83.126, 83.954, 84.798, 85.391, 85.925, 86.607, 87.366, 88.44, 89.511, 90.853, 92.055, 93.271, 94.552, 95.559, 96.687, 97.847, 98.686, 100.405, 101.175, 102.208, 103.063, 103.862, 105.326, 107.024, 107.715, 108.799, 110.085, 111.805, 112.789, 113.869, 115.504, 116.47, 117.16, 117.905, 118.606, 128.632, 128.895, 129.303, 130.047, 131.174, 132.414, 133.288, 133.87, 134.509, 135.464, 136.529, 137.479, 138.912, 139.471, 140.293, 141.214, 141.887, 142.55, 143.774, 144.681, 146.015, 146.872, 147.973, 149.384, 150.096, 151.581, 152.625, 153.51, 154.271, 155.424, 156.377, 157.245, 166.256, 166.472, 166.785, 167.223, 167.854, 168.43, 168.998, 169.641, 170.32, 171.256, 171.944, 172.712, 173.431, 174.303, 175.615, 176.749, 177.526, 178.606, 179.837]","[665, 677, 766, 840, 871, 1022, 1062, 1083, 1148, 1242, 1258, 1315, 1353, 1431, 1476, 1539, 1580, 1631, 1688, 1725, 1773, 1823, 1873, 1939, 2014, 2075, 2128, 2193, 2285, 2442, 2453, 2465, 2502, 2538, 2634, 2719, 2792, 2879, 2905, 3007, 3054, 3102, 3153, 3201, 3246, 3346, 3429, 3454, 3491, 3531, 3573, 3614, 3667, 3711, 3757, 3801, 3874, 3932, 4003, 4075, 4090, 4156, 4198, 4240, 4270, 4296, 4330, 4368, 4422, 4476, 4543, 4603, 4664, 4728, 4778, 4834, 4892, 4934, 5020, 5059, 5110, 5153, 5193, 5266, 5351, 5386, 5440, 5504, 5590, 5639, 5693, 5775, 5824, 5858, 5895, 5930, 6432, 6445, 6465, 6502, 6559, 6621, 6664, 6694, 6725, 6773, 6826, 6874, 6946, 6974, 7015, 7061, 7094, 7128, 7189, 7234, 7301, 7344, 7399, 7469, 7505, 7579, 7631, 7676, 7714, 7771, 7819, 7862, 8313, 8324, 8339, 8361, 8393, 8422, 8450, 8482, 8516, 8563, 8597, 8636, 8672, 8715, 8781, 8837, 8876, 8930, 8992]","[[13.216, 119.6757], [127.86101, 158.39673], [165.839, 180.83785]]","[[661, 5984], [6393, 7920], [8292, 9042]]"
17_02_02,35.26,50,"[3.743, 4.766, 6.198, 7.614, 8.864, 9.958, 11.047, 24.704, 23.394, 25.826, 27.218]","[187, 238, 310, 381, 443, 498, 552, 1235, 1170, 1291, 1361]","[[3.73142, 12.02309], [23.33559, 28.25226]]","[[187, 601], [1167, 1413]]"
17_02_03,26.16,50,[],[],[],[]
17_02_04,23.84,50,[],[],[],[]
17_02_05,24.78,50,[],[],[],[]
17_03_01,181.48,50,"[9.075, 9.659, 9.97, 11.167, 13.098, 13.409, 13.931, 14.801, 15.641, 16.568, 17.811, 18.505, 19.496, 21.326, 22.449, 23.529, 24.993, 26.937, 27.848, 29.012, 29.963, 31.185, 32.132, 32.977, 34.361, 34.995, 36.787, 53.416, 53.826, 54.408, 55.16, 56.45, 57.803, 58.737, 59.336, 60.24, 61.254, 62.305, 63.215, 63.881, 64.984, 66.169, 67.081, 68.073, 69.115, 70.208, 70.916, 71.799, 72.703, 73.457, 74.242, 74.984, 75.817, 76.538, 77.424, 78.25, 91.539, 91.981, 92.916, 93.395, 94.294, 95.461, 96.595, 97.884, 99.228, 100.068, 100.78, 101.716, 102.188, 102.815, 103.475, 104.421, 105.403, 106.26, 106.996, 107.747, 108.573, 109.126, 109.556, 110.331, 111.052, 111.774, 112.58, 113.31, 114.347, 115.556, 116.447, 117.371, 118.203, 119.02, 119.86, 121.084, 122.022, 122.891, 124.208, 125.091, 126.147, 127.03, 128.159, 129.014, 129.851, 130.835, 131.796, 133.084, 133.916, 135.084, 136.005, 136.949, 137.806, 138.651, 139.719, 141.163, 142.08, 142.972, 143.763, 144.463, 145.363, 146.118, 146.838, 147.927, 148.628, 149.499, 150.38, 151.188, 152.302, 152.974, 154.167, 154.968, 155.907, 156.981, 157.988, 158.775, 159.934, 160.854, 161.636, 163.148, 165.548, 168.181, 169.184, 170.094, 171.028, 171.901]","[454, 483, 499, 558, 655, 670, 697, 740, 782, 828, 891, 925, 975, 1066, 1122, 1176, 1250, 1347, 1392, 1451, 1498, 1559, 1607, 1649, 1718, 1750, 1839, 2671, 2691, 2720, 2758, 2822, 2890, 2937, 2967, 3012, 3063, 3115, 3161, 3194, 3249, 3308, 3354, 3404, 3456, 3510, 3546, 3590, 3635, 3673, 3712, 3749, 3791, 3827, 3871, 3912, 4577, 4599, 4646, 4670, 4715, 4773, 4830, 4894, 4961, 5003, 5039, 5086, 5109, 5141, 5174, 5221, 5270, 5313, 5350, 5387, 5429, 5456, 5478, 5517, 5553, 5589, 5629, 5666, 5717, 5778, 5822, 5869, 5910, 5951, 5993, 6054, 6101, 6145, 6210, 6255, 6307, 6352, 6408, 6451, 6493, 6542, 6590, 6654, 6696, 6754, 6800, 6847, 6890, 6933, 6986, 7058, 7104, 7149, 7188, 7223, 7268, 7306, 7342, 7396, 7431, 7475, 7519, 7559, 7615, 7649, 7708, 7748, 7795, 7849, 7899, 7939, 7997, 8043, 8082, 8157, 8277, 8409, 8459, 8505, 8551, 8595]","[[8.391, 37.80857], [52.876, 79.31927], [91.00903, 173.01355]]","[[420, 1890], [2644, 3966], [4550, 8651]]"
17_03_02,67,50,"[12.77, 14.102, 15.461, 16.548, 17.829, 19.421, 21.182, 22.308, 23.811, 25.029, 26.139, 27.301, 28.436, 29.695, 30.66, 46.797, 47.628, 48.835, 50.188, 51.367, 52.725, 53.891]","[638, 705, 773, 827, 891, 971, 1059, 1115, 1191, 1251, 1307, 1365, 1422, 1485, 1533, 2340, 2381, 2442, 2509, 2568, 2636, 2695]","[[12.71059, 31.68976], [46.75226, 54.87726]]","[[636, 1584], [2338, 2744]]"
17_03_03,68.82,50,"[9.606, 11.19, 8.386, 12.371, 13.507, 14.793, 15.929, 17.152, 18.313, 19.432, 20.499, 21.697, 23.01, 24.424, 26.153, 27.219, 33.032, 28.533, 29.774, 31.087, 31.783, 34.304, 35.646, 36.791, 37.645, 39.207, 40.359, 41.581, 43.174]","[480, 560, 419, 619, 675, 740, 796, 858, 916, 972, 1025, 1085, 1150, 1221, 1308, 1361, 1652, 1427, 1489, 1554, 1589, 1715, 1782, 1840, 1882, 1960, 2018, 2079, 2159]","[[8.307, 44.25339]]","[[415, 2213]]"
17_03_04,77.38,50,"[10.936, 12.125, 13.24, 14.511, 15.999, 17.262, 18.39, 19.607, 20.662, 21.824, 22.878, 24.295, 25.535, 26.821, 28.021, 29.19, 30.367, 31.653, 32.711, 33.981, 49.119, 50.214, 51.541, 48.361, 52.883, 53.977, 55.26, 56.296, 57.458, 58.588, 59.624, 60.834, 61.873, 63.024, 64.02, 65.219, 66.306, 67.728]","[547, 606, 662, 726, 800, 863, 920, 980, 1033, 1091, 1144, 1215, 1277, 1341, 1401, 1460, 1518, 1583, 1636, 1699, 2456, 2511, 2577, 2418, 2644, 2699, 2763, 2815, 2873, 2929, 2981, 3042, 3094, 3151, 3201, 3261, 3315, 3386]","[[10.91892, 35.00226], [48.318, 68.81927]]","[[546, 1750], [2416, 3441]]"
17_03_05,90.06,50,"[27.011, 27.655, 28.998, 29.597, 30.416, 31.354, 32.271, 33.383, 34.114, 35.004, 36.05, 36.826, 37.619, 38.305, 39.232, 40.064, 40.993, 41.832, 42.929, 44.081, 45.217, 45.919, 46.747, 47.567, 48.209, 48.915, 49.519, 50.371, 51.104, 51.616, 52.073, 52.539, 53.127, 53.673, 54.303, 54.841, 55.386, 56.05, 56.647, 57.295, 58.53, 59.201, 59.879, 60.575, 61.263, 62.274, 63.099, 63.776, 64.411, 65.168, 65.849, 66.537, 67.16, 67.719, 68.703, 69.273, 69.975, 70.632, 71.328, 72.183, 73.063, 73.849, 75.177, 76.168, 76.953, 78.168, 78.879, 79.53, 80.27, 81.024, 81.616]","[1351, 1383, 1450, 1480, 1521, 1568, 1614, 1669, 1706, 1750, 1802, 1841, 1881, 1915, 1962, 2003, 2050, 2092, 2146, 2204, 2261, 2296, 2337, 2378, 2410, 2446, 2476, 2519, 2555, 2581, 2604, 2627, 2656, 2684, 2715, 2742, 2769, 2802, 2832, 2865, 2926, 2960, 2994, 3029, 3063, 3114, 3155, 3189, 3221, 3258, 3292, 3327, 3358, 3386, 3435, 3464, 3499, 3532, 3566, 3609, 3653, 3692, 3759, 3808, 3848, 3908, 3944, 3976, 4014, 4051, 4081]","[[26.972, 82.56927]]","[[1349, 4128]]"
17_04_01,182.58,50,"[15.488, 16.209, 16.681, 17.265, 18.048, 18.96, 20.056, 21.265, 22.192, 23.064, 24, 24.743, 25.639, 26.416, 27.167, 27.951, 28.612, 29.352, 30.027, 30.866, 31.864, 32.672, 33.632, 34.658, 35.544, 36.64, 37.576, 38.304, 38.976, 39.834, 40.954, 41.592, 42.344, 42.968, 43.76, 44.496, 45.16, 45.845, 46.544, 47.184, 47.745, 48.448, 49.408, 50.248, 50.944, 51.591, 52.712, 61.784, 63.082, 64.146, 65.16, 65.872, 66.512, 67.297, 67.824, 68.857, 69.505, 70.154, 70.848, 71.785, 72.692, 73.96, 74.785, 75.456, 76.395, 77.736, 78.785, 80.176, 80.553, 80.816, 81.521, 82.801, 85.088, 86.204, 87.192, 87.985, 88.507, 89.323, 90.594, 92.336, 93.049, 94.067, 95.152, 95.938, 96.905, 97.737, 98.584, 99.937, 100.849, 101.725, 102.605, 103.361, 104.208, 105.045, 106.128, 107.713, 108.88, 109.794, 111.803, 112.097, 112.833, 113.886, 114.728, 115.584, 116.531, 117.528, 118.787, 119.714, 120.561, 123.505, 123.827, 124.528, 125.146, 125.904, 126.598, 127.672, 128.304, 129.04, 129.736, 130.624, 132.637, 133.489, 134.28, 135.161, 136.121, 137.115, 139.074, 139.409, 140.352, 142.188, 143.228, 144.504, 145.601, 146.385, 174.97, 175.21, 175.512, 175.796, 176.344, 176.936, 177.61, 178.585, 179.658, 180.889, 181.977]","[774, 810, 834, 863, 902, 948, 1003, 1063, 1110, 1153, 1200, 1237, 1282, 1321, 1358, 1398, 1431, 1468, 1501, 1543, 1593, 1634, 1682, 1733, 1777, 1832, 1879, 1915, 1949, 1992, 2048, 2080, 2117, 2148, 2188, 2225, 2258, 2292, 2327, 2359, 2387, 2422, 2470, 2512, 2547, 2580, 2636, 3089, 3154, 3207, 3258, 3294, 3326, 3365, 3391, 3443, 3475, 3508, 3542, 3589, 3635, 3698, 3739, 3773, 3820, 3887, 3939, 4009, 4028, 4041, 4076, 4140, 4254, 4310, 4360, 4399, 4425, 4466, 4530, 4617, 4652, 4703, 4758, 4797, 4845, 4887, 4929, 4997, 5042, 5086, 5130, 5168, 5210, 5252, 5306, 5386, 5444, 5490, 5590, 5605, 5642, 5694, 5736, 5779, 5827, 5876, 5939, 5986, 6028, 6175, 6191, 6226, 6257, 6295, 6330, 6384, 6415, 6452, 6487, 6531, 6632, 6674, 6714, 6758, 6806, 6856, 6954, 6970, 7018, 7109, 7161, 7225, 7280, 7319, 8748, 8760, 8776, 8790, 8817, 8847, 8880, 8929, 8983, 9044, 9099]","[[15.375, 53.79618], [61.571, 147.63855], [173.58785, 182.50452]]","[[769, 2690], [3079, 7382], [8679, 9125]]"
17_04_02,181.14,50,"[13.197, 14.549, 15.647, 17.379, 18.517, 19.783, 21.152, 22.101, 23.389, 24.557, 25.485, 26.685, 27.8, 29.141, 30.453, 31.541, 32.605, 33.857, 35.063, 36.199, 37.177, 38.744, 40.015, 41.343, 42.637, 43.622, 44.541, 45.453, 68.114, 69.027, 70.178, 71.466, 72.835, 74.139, 75.481, 76.555, 77.511, 78.881, 80.185, 81.381, 82.633, 83.889, 85.107, 86.486, 87.825, 89.114, 90.273, 91.305, 92.195, 93.403, 94.347, 95.585, 96.753, 97.905, 99.065, 100.242, 101.371, 102.53, 103.649, 104.755, 105.785, 106.897, 108.265, 109.465, 110.745, 112.081, 113.185, 114.098, 115.161, 116.153, 117.065, 118.003, 119.17, 120.409, 121.808, 122.9, 124.283, 125.513, 126.689, 127.657, 128.714, 129.882, 131.043, 132.13, 132.845, 133.633, 134.433, 135.347, 136.179, 137.201, 138.001, 139.075, 140.027, 141.097, 142.321, 143.296, 144.729, 146.049, 147.329, 148.969, 150.384, 151.571, 152.849, 153.833, 154.762, 155.673, 156.793, 158.081, 159.625, 160.609, 162.057, 163.209, 164.225, 165.305, 166.504, 167.352, 168.424, 169.373, 170.401, 171.347, 172.473, 173.521, 174.546, 175.72, 176.875, 177.906, 179.113, 180.481]","[660, 727, 782, 869, 926, 989, 1058, 1105, 1169, 1228, 1274, 1334, 1390, 1457, 1523, 1577, 1630, 1693, 1753, 1810, 1859, 1937, 2001, 2067, 2132, 2181, 2227, 2273, 3406, 3451, 3509, 3573, 3642, 3707, 3774, 3828, 3876, 3944, 4009, 4069, 4132, 4194, 4255, 4324, 4391, 4456, 4514, 4565, 4610, 4670, 4717, 4779, 4838, 4895, 4953, 5012, 5069, 5126, 5182, 5238, 5289, 5345, 5413, 5473, 5537, 5604, 5659, 5705, 5758, 5808, 5853, 5900, 5958, 6020, 6090, 6145, 6214, 6276, 6334, 6383, 6436, 6494, 6552, 6606, 6642, 6682, 6722, 6767, 6809, 6860, 6900, 6954, 7001, 7055, 7116, 7165, 7236, 7302, 7366, 7448, 7519, 7579, 7642, 7692, 7738, 7784, 7840, 7904, 7981, 8030, 8103, 8160, 8211, 8265, 8325, 8368, 8421, 8469, 8520, 8567, 8624, 8676, 8727, 8786, 8844, 8895, 8956, 9024]","[[13.18976, 46.43244], [68.0753, 181.00903]]","[[659, 2322], [3404, 9050]]"
17_04_03,156.76,50,"[8.072, 9.097, 10.521, 11.502, 12.686, 13.925, 15.151, 16.239, 17.413, 18.562, 19.855, 20.984, 22.143, 23.417, 24.464, 25.454, 35.723, 36.566, 37.691, 38.884, 40.179, 41.443, 53.196, 54.229, 55.403, 56.469, 57.698, 59.059, 60.322, 61.797, 62.956, 64.31, 65.237, 66.165, 67.218, 68.37, 69.442, 70.411, 71.373, 72.454, 73.702, 74.962, 76.058, 77.075, 78.139, 79.252, 80.427, 81.511, 82.678, 83.706, 84.867, 86.138, 87.18, 88.242, 89.794, 90.845, 91.853, 92.774, 93.772, 94.666, 95.914, 97.466, 98.53, 99.698, 100.612, 101.482, 102.631, 103.874, 105.01, 106.394, 107.612, 108.914, 110.116, 111.276, 112.444, 120.786, 122.092, 113.791, 115.213, 116.637, 118.062, 119.238, 123.288, 124.869, 125.997, 127.125, 130.767, 128.538, 129.709, 131.925, 133.65, 135.147, 136.65, 137.875, 139.3, 140.421, 141.506, 142.902, 144.228]","[404, 455, 526, 575, 634, 696, 758, 812, 871, 928, 993, 1049, 1107, 1171, 1223, 1273, 1786, 1828, 1885, 1944, 2009, 2072, 2660, 2711, 2770, 2823, 2885, 2953, 3016, 3090, 3148, 3216, 3262, 3308, 3361, 3418, 3472, 3521, 3569, 3623, 3685, 3748, 3803, 3854, 3907, 3963, 4021, 4076, 4134, 4185, 4243, 4307, 4359, 4412, 4490, 4542, 4593, 4639, 4689, 4733, 4796, 4873, 4926, 4985, 5031, 5074, 5132, 5194, 5250, 5320, 5381, 5446, 5506, 5564, 5622, 6039, 6105, 5690, 5761, 5832, 5903, 5962, 6164, 6243, 6300, 6356, 6538, 6427, 6485, 6596, 6682, 6757, 6832, 6894, 6965, 7021, 7075, 7145, 7211]","[[8.04392, 26.41892], [35.704, 42.50339], [53.25677, 145.13855]]","[[402, 1321], [1785, 2125], [2663, 7257]]"
17_04_04,116.7,50,"[6.435, 7.771, 9.04, 10.707, 12.112, 13.248, 14.504, 15.816, 16.904, 18.4, 19.617, 20.624, 21.818, 22.888, 24.76, 40.285, 39.049, 41.677, 42.685, 43.997, 45.27, 46.725, 48.021, 49.445, 50.597, 51.877, 54.39, 53.226, 55.477, 56.74, 58.021, 58.924, 59.981, 61.272, 62.197, 63.261, 64.481, 65.43, 66.559, 67.501, 68.549, 69.296, 70.453, 71.589, 72.652, 73.525, 80.257, 78.765, 81.533, 82.7, 83.598, 84.669, 85.772, 86.844, 87.892, 88.828, 90.398, 91.412, 92.463, 93.348, 94.548, 95.916, 96.932, 98.156, 99.284, 100.436, 101.632, 102.684, 103.784, 105.127, 106.333, 107.612, 108.596, 109.485, 110.424, 111.268, 112.404]","[322, 389, 452, 535, 606, 662, 725, 791, 845, 920, 981, 1031, 1091, 1144, 1238, 2014, 1952, 2084, 2134, 2200, 2264, 2336, 2401, 2472, 2530, 2594, 2720, 2661, 2774, 2837, 2901, 2946, 2999, 3064, 3110, 3163, 3224, 3272, 3328, 3375, 3427, 3465, 3523, 3579, 3633, 3676, 4013, 3938, 4077, 4135, 4180, 4233, 4289, 4342, 4395, 4441, 4520, 4571, 4623, 4667, 4727, 4796, 4847, 4908, 4964, 5022, 5082, 5134, 5189, 5256, 5317, 5381, 5430, 5474, 5521, 5563, 5620]","[[6.41892, 25.79392], [39.02309, 74.50301], [78.78464, 113.40542]]","[[321, 1290], [1951, 3725], [3939, 5670]]"
17_04_05,51.12,50,"[7.795, 8.68, 9.466, 10.322, 11.144, 11.84, 12.455, 13.089, 13.704, 14.452, 15.337, 16.124, 24.98, 25.491, 26.207, 26.845, 27.517, 28.208, 28.838, 29.598, 30.246, 31.068, 31.822, 32.67, 33.599]","[390, 434, 473, 516, 557, 592, 623, 654, 685, 723, 767, 806, 1249, 1275, 1310, 1342, 1376, 1410, 1442, 1480, 1512, 1553, 1591, 1634, 1680]","[[7.73142, 17.10642], [24.909, 34.57771]]","[[387, 855], [1245, 1729]]"
18_01_01,181.2,50,"[10.456, 10.731, 11.338, 11.819, 12.606, 12.986, 13.683, 14.643, 15.483, 16.315, 17.136, 17.859, 18.636, 19.538, 20.235, 21.195, 22.418, 23.236, 24.011, 24.865, 25.603, 26.956, 27.715, 28.608, 29.547, 30.411, 31.428, 32.353, 33.161, 34.035, 34.971, 35.873, 36.611, 37.659, 38.443, 39.489, 40.02, 41.451, 42.699, 43.21, 44.211, 45.066, 45.914, 46.875, 47.811, 48.865, 49.627, 50.369, 51.368, 52.449, 53.29, 54.203, 55.398, 56.418, 57.392, 59.226, 60.835, 61.893, 62.571, 63.878, 65.958, 66.825, 67.765, 68.541, 69.374, 70.763, 71.237, 71.677, 72.526, 73.22, 73.958, 74.941, 75.998, 76.972, 78.307, 79.421, 80.165, 81.389, 82.47, 83.444, 84.792, 85.822, 87.948, 89.038, 90.278, 90.949, 91.837, 92.665, 93.533, 94.51, 95.285, 96.46, 97.859, 98.757, 99.759, 100.677, 101.963, 102.822, 103.772, 104.62, 105.758, 107.052, 108.685, 109.532, 110.542, 111.571, 112.367, 113.461, 116.132, 116.811, 117.379, 118.108, 119.821, 121.27, 122.206, 123.02, 123.867, 124.748, 125.574, 127.019, 128.076, 129.765, 130.892, 131.893, 132.949, 133.859, 134.733, 135.565, 136.39, 137.236, 138.164, 138.879, 139.864, 140.717, 141.716, 142.667, 143.752, 144.797, 146.072, 146.805, 147.917, 148.916, 149.749, 150.573, 151.332, 152.495, 152.911, 154.078, 154.763, 155.972, 157.493, 158.541, 159.485, 160.446, 161.419, 162.855, 163.922, 165.212, 166.627, 167.733, 168.373, 169.093, 170.253, 171.39, 172.665]","[523, 537, 567, 591, 630, 649, 684, 732, 774, 816, 857, 893, 932, 977, 1012, 1060, 1121, 1162, 1201, 1243, 1280, 1348, 1386, 1430, 1477, 1521, 1571, 1618, 1658, 1702, 1749, 1794, 1831, 1883, 1922, 1974, 2001, 2073, 2135, 2160, 2211, 2253, 2296, 2344, 2391, 2443, 2481, 2518, 2568, 2622, 2664, 2710, 2770, 2821, 2870, 2961, 3042, 3095, 3129, 3194, 3298, 3341, 3388, 3427, 3469, 3538, 3562, 3584, 3626, 3661, 3698, 3747, 3800, 3849, 3915, 3971, 4008, 4069, 4124, 4172, 4240, 4291, 4397, 4452, 4514, 4547, 4592, 4633, 4677, 4726, 4764, 4823, 4893, 4938, 4988, 5034, 5098, 5141, 5189, 5231, 5288, 5353, 5434, 5477, 5527, 5579, 5618, 5673, 5807, 5841, 5869, 5905, 5991, 6064, 6110, 6151, 6193, 6237, 6279, 6351, 6404, 6488, 6545, 6595, 6647, 6693, 6737, 6778, 6819, 6862, 6908, 6944, 6993, 7036, 7086, 7133, 7188, 7240, 7304, 7340, 7396, 7446, 7487, 7529, 7567, 7625, 7646, 7704, 7738, 7799, 7875, 7927, 7974, 8022, 8071, 8143, 8196, 8261, 8331, 8387, 8419, 8455, 8513, 8570, 8633]","[[10.36412, 173.76355]]","[[518, 8688]]"
18_01_02,35.18,50,"[4.826, 6.17, 7.288, 8.355, 9.497, 10.482, 11.634, 12.529, 13.292, 14.184, 15.202, 16.202, 17.288, 18.402]","[241, 308, 364, 418, 475, 524, 582, 626, 665, 709, 760, 810, 864, 920]","[[4.77309, 19.37726]]","[[239, 969]]"
18_01_03,39.22,50,"[2.543, 4.022, 5.744, 6.862, 7.856, 8.736, 9.71, 10.552, 11.279, 12.088]","[127, 201, 287, 343, 393, 437, 486, 528, 564, 604]","[[2.48142, 13.10642]]","[[124, 655]]"
18_01_04,24.48,50,"[16.622, 17.886, 19.438, 15.386, 20.233]","[831, 894, 972, 769, 1012]","[[15.35642, 21.21059]]","[[768, 1061]]"
18_01_05,25.36,50,"[2.856, 3.992, 4.616, 5.702, 6.671, 7.898, 8.721, 9.585]","[143, 200, 231, 285, 334, 395, 436, 479]","[[2.77309, 10.62726]]","[[139, 531]]"
18_02_01,136.3,50,"[12.513, 13.375, 14.186, 15.487, 16.591, 17.423, 18.082, 18.465, 19.097, 20.034, 20.778, 21.439, 22.247, 22.873, 23.474, 24.091, 25.1, 26.274, 27.249, 28.167, 29.183, 30.207, 31.051, 31.689, 33.007, 33.952, 35.311, 36.591, 37.447, 38.138, 39.04, 39.983, 41.351, 42.259, 43.032, 44.28, 45.008, 46.031, 46.775, 47.689, 48.729, 49.605, 50.655, 52.088, 52.904, 53.991, 54.922, 56.195, 58.295, 59.124, 60.017, 60.815, 61.799, 62.73, 63.602, 64.567, 65.455, 66.354, 67.408, 68.287, 69.491, 71.225, 72.346, 73.307, 74.399, 77.185, 77.537, 78.151, 79.064, 79.902, 80.959, 82.088, 83.272, 84.623, 85.533, 86.423, 87.51, 88.631, 89.631, 90.431, 91.306, 92.215, 93.057, 93.863, 94.631, 95.32, 96.043, 96.897, 97.791, 99.192, 100.159, 100.927, 101.591, 102.223, 103.047, 103.839, 104.767, 105.77, 106.659, 107.413, 108.511, 109.687, 110.519, 111.351, 112.442, 113.248, 114.135, 115.113, 117.519, 118.336, 119.304, 120.743, 121.289]","[626, 669, 709, 774, 830, 871, 904, 923, 955, 1002, 1039, 1072, 1112, 1144, 1174, 1205, 1255, 1314, 1362, 1408, 1459, 1510, 1553, 1584, 1650, 1698, 1766, 1830, 1872, 1907, 1952, 1999, 2068, 2113, 2152, 2214, 2250, 2302, 2339, 2384, 2436, 2480, 2533, 2604, 2645, 2700, 2746, 2810, 2915, 2956, 3001, 3041, 3090, 3136, 3180, 3228, 3273, 3318, 3370, 3414, 3475, 3561, 3617, 3665, 3720, 3859, 3877, 3908, 3953, 3995, 4048, 4104, 4164, 4231, 4277, 4321, 4376, 4432, 4482, 4522, 4565, 4611, 4653, 4693, 4732, 4766, 4802, 4845, 4890, 4960, 5008, 5046, 5080, 5111, 5152, 5192, 5238, 5288, 5333, 5371, 5426, 5484, 5526, 5568, 5622, 5662, 5707, 5756, 5876, 5917, 5965, 6037, 6064]","[[12.05, 122.38855]]","[[602, 6119]]"
18_02_02,29.84,50,"[4.36, 5.368, 2.684, 3.898, 19.978, 18.701, 21.172, 22.537, 24.091]","[218, 268, 134, 195, 999, 935, 1059, 1127, 1205]","[[2.66892, 6.33559], [18.634, 25.14809]]","[[133, 317], [932, 1257]]"
18_02_03,29.5,50,"[13.256, 10.958, 11.95, 14.612, 20.402, 21.267, 19.163]","[663, 548, 598, 731, 1020, 1063, 958]","[[10.888, 15.62726], [19.073, 22.31476]]","[[544, 781], [954, 1116]]"
18_02_04,32.52,50,"[7.281, 8.586, 9.632, 10.864, 12.159, 13.526, 26.969, 27.737, 25.896]","[364, 429, 482, 543, 608, 676, 1348, 1387, 1295]","[[7.311, 14.52309], [25.869, 28.71059]]","[[366, 726], [1293, 1436]]"
18_02_05,31.96,50,"[10.324, 10.86, 11.499, 12.178, 12.947, 14.088, 14.969, 24.099, 24.725, 25.333, 26.298, 23.409]","[516, 543, 575, 609, 647, 704, 748, 1205, 1236, 1267, 1315, 1170]","[[10.25226, 16.00226], [23.31, 27.37726]]","[[513, 800], [1166, 1369]]"
18_03_01,150.1,50,"[21.594, 21.843, 22.795, 23.779, 25.155, 26.267, 42.629, 43.363, 44.31, 45.021, 45.682, 46.827, 54.267, 54.525, 54.907, 55.211, 55.972, 56.887, 57.531, 58.373, 60.099, 61.928, 62.427, 62.909, 63.531, 64.515, 65.112, 65.699, 66.479, 68.181, 69.259, 70.291, 71.075, 71.674, 73.427, 82.035, 82.283, 82.499, 82.755, 83.067, 83.58, 84.213, 84.765, 85.283, 86.12, 86.651, 88.068, 88.657, 89.203, 89.675, 90.611, 91.638, 92.468, 93.206, 94.007, 95.195, 96.979, 97.844, 98.834, 100.079, 101.051, 102.109, 102.691, 103.475, 104.227, 105.971, 107.333, 109.056, 111.395, 114.768, 115.068, 115.515, 117.275, 118.031, 118.532, 119.123, 119.683, 120.299, 120.934, 123.87, 124.155, 124.588, 125.059, 125.883, 126.639, 127.38, 127.779, 128.035, 128.331, 129.293, 130.276]","[1080, 1092, 1140, 1189, 1258, 1313, 2131, 2168, 2216, 2251, 2284, 2341, 2713, 2726, 2745, 2761, 2799, 2844, 2877, 2919, 3005, 3096, 3121, 3145, 3177, 3226, 3256, 3285, 3324, 3409, 3463, 3515, 3554, 3584, 3671, 4102, 4114, 4125, 4138, 4153, 4179, 4211, 4238, 4264, 4306, 4333, 4403, 4433, 4460, 4484, 4531, 4582, 4623, 4660, 4700, 4760, 4849, 4892, 4942, 5004, 5053, 5105, 5135, 5174, 5211, 5299, 5367, 5453, 5570, 5738, 5753, 5776, 5864, 5902, 5927, 5956, 5984, 6015, 6047, 6194, 6208, 6229, 6253, 6294, 6332, 6369, 6389, 6402, 6417, 6465, 6514]","[[20.735, 27.30271], [42.12952, 47.92118], [54.162, 74.45542], [81.71816, 131.3253]]","[[1037, 1365], [2106, 2396], [2708, 3723], [4086, 6566]]"
